dwc:recordNumber,dwc:genus,species,dwc:scientificName,Day,Month,Year,Day.of.the.Year
sallu 122,mystroxylon,mystroxylon aethiopicum,mystroxylon aethiopicum (thunb.) loes.,30,10,1998,303
gereau 5160,osyris,osyris quadripartita,osyris quadripartita salzm. ex decne.,23,11,1992,328
gereau 4995,protea,,protea l.,3,11,1992,308
ab 698,cyphostemma,cyphostemma crotalarioides,cissus crotalarioides,23,11,1970,327
ab 693,terminalia,,terminalia mollis,23,11,1970,327
schmidt 2524,sphenostylis,sphenostylis marginata erecta,sphenostylis e. mey.,18,3,1997,77
schmidt 2546,wahlenbergia,wahlenbergia capitata,wahlenbergia capitata (baker) thulin,18,3,1997,77
kuchar 24313,acacia,,acacia nilotica subsp. subalata (vatke) brenan,7,4,2001,97
zimba 1037,indigofera,indigofera demissa,indigofera demissa taub.,8,3,1997,67
harder 1373,alchornea,alchornea laxiflora,alchornea laxiflora (benth.) pax & k. hoffm.,2,11,1992,307
mwangoka 4263,dalbergia,,dalbergia malangensis e.p. sousa,24,8,2005,236
kuchar 22781,helichrysum,helichrysum,helichrysum mill.,22,1,2000,22
kuchar 23744,tinnea,,tinnea gracilis gürke,7,5,2000,128
kuchar 23625,leucas,leucas bracteosa,leucas bracteosa gürke,30,4,2000,121
vollesen 2855,crotalaria,crotalaria emarginata,crotalaria emarginata bojer ex benth.,17,10,1975,290
zimba 1075,vangueria,vangueria vestita,tapiphyllum velutinum robyns,8,3,1997,67
kuchar 25011,reissantia,reissantia indica astericantha,reissantia n. hallé,9,1,2002,9
gereau 4982,fadogia,fadogia fuchsioides,fadogia fuchsioides oliv.,3,11,1992,308
kibure 841,balanites,balanites aegyptiaca,balanites aegyptiaca (l.) delile,23,4,2003,113
kuchar 21977,andropogon,andropogon bicornis,andropogon l.,13,5,1999,133
mkeya 1099,vitex,vitex agnus-castus,vitex l.,2,12,1998,336
gereau 4361,bewsia,bewsia biflora,bewsia biflora (hack.) gooss.,19,3,1991,78
goldblatt 8277,moraea,moraea iringensis,moraea iringensis goldblatt,25,11,1986,329
mkeya 1104,costus,,costus spectabilis (fenzl) k. schum.,5,12,1998,339
de nevers 3240,undesignated,,amaranthaceae juss.,11,4,1984,102
23911,eragrostis,eragrostis namaquensis,eragrostis namaquensis,23,5,2012,144
harder 3135,parinari,parinari curatellifolia,parinari curatellifolia planch. ex benth.,16,5,1994,136
ezrom 209,amblygonocarpus,amblygonocarpus andongensis,amblygonocarpus andongensis (welw. ex oliv.) exell & torre,15,11,2005,319
12770,nymphaea,nymphaea stuhlmannii,nymphaea stuhlmannii,25,5,1985,145
schmidt 1204,fadogia,fadogia tetraquetra,fadogia tetraquetra var. tetraquetra,20,11,1993,324
schmidt 1454,pavetta,pavetta radicans,pavetta radicans hiern,22,5,1994,142
kuchar 24952,vitex,vitex mombassae,vitex mombassae vatke,3,11,2001,307
kuchar 24332,leucas,leucas bracteosa,leucas bracteosa gürke,7,4,2001,97
schmidt 1339,rothmannia,rothmannia engleriana,rothmannia engleriana (k. schum.) keay,8,5,1994,128
harder 3996,commelina,commelina nigritana,commelina nigritana var. nigritana,9,3,1997,68
laizer 1367,kyllinga,kyllinga brevifolia,kyllinga rottb.,3,11,2005,307
kuchar 21978,brachiaria,brachiaria,brachiaria (trin.) griseb.,13,5,1999,133
kuchar 22281,eragrostis,eragrostis,eragrostis wolf,25,7,1999,206
nkhoma 51,setaria,setaria megaphylla,setaria megaphylla (steud.) t. durand & schinz,30,11,1993,334
gereau 4301,digitaria,digitaria diagonalis,digitaria diagonalis var. uniglumis (hochst. ex a. rich.) pilg.,14,3,1991,73
schmidt 2552,gladiolus,gladiolus gregarius,gladiolus gregarius welw. ex baker,18,3,1997,77
"mboya, e; wiland-szymañska, j  235",hexalobus,hexalobus monopetalus,hexalobus monopetalus (a.rich.) engl. & diels,1,3,2001,60
pócs 86174/u,humularia,humularia drepanocephala,humularia drepanocephala var. emarginata (harms) verdc.,23,12,1986,357
lovett 1466,habenaria,habenaria silvatica,habenaria silvatica schltr.,8,2,1987,39
harder 1320,chlorophytum,chlorophytum sphacelatum,chlorophytum sphacelatum var. milanjianum (rendle) nordal,29,10,1992,303
kuchar 22683,eriospermum,eriospermum lanceifolium,eriospermum jacq. ex willd.,18,12,1999,352
kuchar 24067,undesignated,,poaceae barnhart,8,8,2001,220
schmitz 6403,craterosiphon,craterosiphon quarrei,synaptolepis quarrei (staner) z.s. rogers,13,1,1959,13
laizer 1231,ozoroa,ozoroa insignis,ozoroa delile,1,6,2005,152
nkhoma 322,undesignated,,asteraceae bercht. & j. presl,25,5,1994,145
bingham 4047,diospyros,diospyros virgata,diospyros virgata (gürke) brenan,26,7,1987,207
luke 8394,aeschynomene,aeschynomene trigonocarpa,aeschynomene trigonocarpa taub. ex baker f.,25,5,2002,145
schmidt 1173,ficus,ficus verruculosa,ficus verruculosa warb.,14,11,1993,318
schmidt 2513,commelina,commelina aspera,commelina aspera benth.,18,3,1997,77
mwangoka 4264,clerodendrum,clerodendrum fortunatum,clerodendrum l.,24,8,2005,236
schmidt 1452,ozoroa,ozoroa pwetoensis,ozoroa pwetoensis (van der veken) r. fern. & a. fern.,22,5,1994,142
gereau 4303,zonotriche,zonotriche inamoena,zonotriche inamoena (k. schum.) clayton,14,3,1991,73
harder 3973,catunaregam,catunaregam spinosa,catunaregam wolf,9,3,1997,68
luwiika 111,carex,carex macrophyllidion,carex macrophyllidion nelmes,28,2,1995,59
laizer 1365,panicum,,panicum l.,3,11,2005,307
mollel 587,rytigynia,rytigynia celastroides,rytigynia celastroides (baill.) verdc.,13,6,2001,164
luke 9322,adenia,,adenia forssk.,16,3,2003,75
laizer 1387,ageratum,ageratum conyzoides,ageratum conyzoides l.,3,11,2005,307
kuchar 24484,gilgiochloa,gilgiochloa indurata,gilgiochloa indurata pilg.,29,4,2001,119
kuchar 22725,rhynchelytrum,,rhynchelytrum nees,22,1,2000,22
24940,diospyros,diospyros fischeri,diospyros fischeri,3,11,2001,307
laizer 1373,eclipta,eclipta prostrata,eclipta prostrata (l.) l.,3,11,2005,307
abeid 2320,undesignated,,sapotaceae juss.,16,9,2005,259
harder 3936,loudetia,loudetia flavida,loudetia flavida (stapf) c.e. hubb.,2,3,1997,61
mwangoka 3972,chamaecrista,chamaecrista nictitans,chamaecrista (l.) moench,7,8,2005,219
"nkhoma, cn; harder, dk; merello, mc  70",raphionacme,,raphionacme welwitschii schltr. & rendle,1,12,1993,335
harder 3592,desmodium,desmodium barbatum,desmodium barbatum var. dimorphum (welw. ex baker) b.g. schub.,28,2,1996,59
bjørnstad ab 2300,syzygium,syzygium guineense,syzygium guineense (willd.) dc.,24,12,1972,359
kindeketa 934,terminalia,terminalia sericea,terminalia sericea burch. ex dc.,10,6,2001,161
"bingham, mg  7749",brachystegia,brachystegia boehmii,brachystegia boehmii taub.,13,6,1991,164
"harder, dk; merello, mc; chisumpa, sm; mwamulowe, k  1857",peltophorum,peltophorum africanum,peltophorum africanum sond.,5,11,1993,309
mollel 614,zanha,zanha africana,zanha africana exell,13,6,2001,164
"pócs, t; pócs, a; pócs, b 86/ 41 f",nephrolepis,nephrolepis undulata,nephrolepis undulata (afzel. ex sw.) j.sm.,3,4,1986,93
"burrows, je; burrows, sm  13437",xylopia,xylopia tomentosa,xylopia tomentosa exell,21,2,2013,52
kindeketa 1385,strychnos,strychnos innocua,strychnos innocua delile,8,12,2001,342
1171,chlorophytum,chlorophytum stolzii,chlorophytum stolzii (k. krause) kativu,24,9,1970,267
mollel 669,premna,,premna senensis klotzsch,15,12,2001,349
,eragrostis,eragrostis,eragrostis,,,,
"kayombo, cj; wimbe, e  6977",laggera,,laggera brevipes oliv. & hiern,2,9,2011,245
abeid 2210,tarenna,,tarenna gaertn.,24,8,2005,236
"nevers, g de; charnley, s  3384",hyparrhenia,hyparrhenia figariana,hyparrhenia figariana (chiov.) clayton,1,5,1984,122
"schmidt, hh  1461",uapaca,,uapaca pilosa hutch.,22,5,1994,142
harder 3591,clematis,clematis chrysocarpa,clematis chrysocarpa subsp. bijuga brummitt,28,2,1996,59
"nkhoma, cn; et al.  226",nephrolepis,nephrolepis undulata,nephrolepis undulata (afzel. ex sw.) j.sm.,15,5,1994,135
mboya 267,persicaria,persicaria senegalensis,polygonum senegalense meisn.,12,6,2001,163
mboya 352,grewia,,grewia tristis k. schum.,19,6,2001,170
"kayombo, cj; ayubu, j; kibure, oa  6772",tricalysia,tricalysia,tricalysia  a.rich. ex dc.,10,8,2010,222
"harder, dk; schmidt, hh; nkhoma, cn  3099",dyschoriste,dyschoriste albiflora,dyschoriste albiflora lindau,13,5,1994,133
"mhoro, eb  1329",exotheca,exotheca abyssinica,exotheca abyssinica (hochst. ex a.rich.) andersson,21,5,1971,141
mwangoka 6268,faurea,faurea rochetiana,faurea rochetiana (a. rich.) chiov. ex pic. serm.,4,7,2009,185
harder 3683,crotalaria,crotalaria biflora,crotalaria l.,12,3,1996,72
luke 10102,brachystegia,brachystegia stipulata,brachystegia stipulata de wild.,13,12,2003,347
luke 8398,rhynchosia,rhynchosia goetzei,rhynchosia goetzei var. goetzei,25,5,2002,145
ludanga mrc 1603,chazaliella,chazaliella abrupta,chazaliella abrupta (hiern) e.m.a. petit & verdc.,13,10,1973,286
kuchar 22327,blepharis,blepharis maderaspatensis,blepharis maderaspatensis (l.) b. heyne ex roth,31,7,1999,212
kuchar 25155,polygala,polygala paniculata,polygala l.,3,3,2002,62
laizer 1242,carex,carex echinochloe,carex echinochloe kunze,1,6,2005,152
kuchar 25144,clerodendrum,clerodendrum excavatum,clerodendrum alatum gürke,3,3,2002,62
kuchar 25012,chlorophytum,chlorophytum inornatum,chlorophytum ker gawl.,9,1,2002,9
"maesen, ljg van der; maroyi, a  8614",gloriosa,gloriosa simplex,gloriosa simplex l.,4,1,2011,4
"maesen, ljg van der; maroyi, a  8595",sesamopteris,,sesamopteris alata (thonn.) dc. ex meisn.,3,1,2011,3
"maesen, ljg van der; maroyi, a  8504",combretum,combretum molle,combretum molle r.br. ex g.don,29,12,2010,363
11641,cyphostemma,,cyphostemma sp.,14,11,2006,318
kayombo 5033,annona,annona senegalensis,annona senegalensis subsp. senegalensis,29,10,2005,302
"kuchar, p  22469",,,apocynaceae,9,5,1999,129
kayombo 5071,paropsia,paropsia braunii,paropsia braunii gilg,29,10,2005,302
"harder, dk; schmidt, hh; nkhoma, cn; luwiika, b  3182",polycarpaea,polycarpaea eriantha,polycarpaea eriantha hochst. ex a.rich.,17,5,1994,137
"spjut, rw; muchai, sm  3494 e",gnidia,gnidia kraussiana,gnidia kraussiana meisn.,7,11,1973,311
"meerts, p; hasson  152",uapaca,uapaca sansibarica,uapaca sansibarica pax,29,5,2012,150
laizer 1235,faurea,,faurea harv.,1,6,2005,152
"harder, dk; merello, mc; nkhoma, cn; malama, e  2122",ledebouria,ledebouria,ledebouria  roth,25,11,1993,329
"harder, dk; schmidt, hh; nkhoma, cn  3138",bridelia,bridelia cathartica,bridelia cathartica g.bertol.,16,5,1994,136
"maesen, ljg van der; maroyi, a  8509",,malvaceae,malvaceae,29,12,2010,363
1888,antidesma,antidesma venosum,antidesma venosum,16,11,1993,320
"kayombo, cj; wimbe, e  6966",,,lichenes,2,9,2011,245
"strid, pak  2513",cyphostemma,cyphostemma wittei,cyphostemma hermannioides wild & r.b.drumm.,20,11,1972,325
schmidt 2461,terminalia,terminalia brachystemma,terminalia brachystemma welw. ex hiern,5,3,1997,64
ezrom 2,thunbergia,thunbergia schimbensis,thunbergia schimbensis s. moore,30,10,2005,303
harder 3968,strychnos,strychnos potatorum,strychnos potatorum l. f.,9,3,1997,68
nkhoma 169,haumaniastrum,,haumaniastrum p.a. duvign. & plancke,9,5,1994,129
nkhoma 316,olea,olea capensis,olea capensis l.,25,5,1994,145
laizer 1244,commelina,commelina africana,commelina africana var. krebsiana c.b. clarke,1,6,2005,152
kuchar 22766,fadogia,fadogia cienkowskii,fadogia cienkowskii schweinf.,22,1,2000,22
"nkhoma, cn; harder, dk; schmidt, hh; luwiika, b  295",lepidagathis,lepidagathis sparsiceps,lepidagathis sparsiceps c.b.clarke,25,5,1994,145
kuchar 24328,aneilema,aneilema nicholsonii,aneilema nicholsonii c.b. clarke,7,4,2001,97
bingham 4045,leptactina,leptactina benguelensis,leptactina benguelensis subsp. pubescens verdc.,26,7,1987,207
"maurin, o; bank, m van der; shuttleworth, l; burrows, je; burrows, sm  4112",terminalia,terminalia brachystemma,terminalia brachystemma welw. ex hiern subsp. brachystemma,22,2,2013,53
kuchar 21963,hyparrhenia,hyparrhenia bagirmica,hyparrhenia andersson ex e. fourn.,13,5,1999,133
"breteler, fj  11863",salacia,salacia bussei,salacia bussei loes.,18,11,1992,323
"gereau, re  1508",catunaregam,catunaregam nilotica,catunaregam nilotica (stapf) tirveng.,17,12,1984,352
simon 60,siphonochilus,siphonochilus aethiopicus,siphonochilus aethiopicus (schweinf.) b.l. burtt,5,11,1998,309
bingham 4127,eulophia,eulophia chilangensis,eulophia chilangensis summerh.,4,10,1987,277
"bingham, mg  7357",combretum,combretum zeyheri,combretum zeyheri sond.,13,2,1991,44
kuchar 23070,chlorophytum,chlorophytum inornatum,chlorophytum ker gawl.,21,2,2000,52
zimba 1088,uapaca,,uapaca kirkiana müll. arg.,8,3,1997,67
"harder, dk  3542",rourea,rourea orientalis,rourea orientalis baill.,25,2,1996,56
"kayombo, cj; suleiman, h; sangu, g  4630",rourea,rourea orientalis,rourea orientalis baill.,11,11,2003,315
harder 3967,hexalobus,hexalobus monopetalus,hexalobus a. dc.,9,3,1997,68
laizer 1322,tetracera,tetracera sarmentosa sarmentosa,tetracera l.,3,11,2005,307
gereau 6908,ochna,ochna jabotapita,ochna l.,21,2,2006,52
laizer 1332,grewia,,grewia conocarpa k. schum.,3,11,2005,307
"maesen, ljg van der; maroyi, a  8491",gloriosa,gloriosa simplex,gloriosa simplex l.,29,12,2010,363
mwangoka 7527,boscia,boscia mossambicensis,boscia mossambicensis klotzsch,13,11,2011,317
i. b. 805,chlorophytum,chlorophytum subpetiolatum,chlorophytum subpetiolatum (baker) kativu,23,12,1973,357
goldblatt 8272,jasminum,jasminum azoricum,jasminum l.,25,11,1986,329
"maesen, ljg van der; maroyi, a  8493",dicerocaryum,dicerocaryum eriocarpum,dicerocaryum eriocarpum (decne.) abels,29,12,2010,363
"kayombo, cj; ayubu, j; kibure, oa  6794",sesamum,sesamum,sesamum  l.,10,8,2010,222
mwangoka 5940,rytigynia,rytigynia senegalensis,rytigynia blume,27,10,2008,301
"maesen, ljg van der; maroyi, a  8481",eulophia,eulophia subsaprophytica,eulophia subsaprophytica schltr.,29,12,2010,363
"schmidt, hh; harder, dk; nkhoma, cn; luwiika, b  1336",ochna,ochna leptoclada,ochna leptoclada oliv.,8,5,1994,128
kibure 871,gymnanthemum,gymnanthemum exsertiflorum,vernonia exsertiflora baker,24,4,2003,114
23903,schizachyrium,schizachyrium sanguineum,schizachyrium sanguineum,22,5,2012,143
1283,indigofera,indigofera sanguinea,indigofera sanguinea n. e. br.,28,10,1992,302
luwiika 11,albuca,,albuca l.,13,2,1995,44
kuchar 24072,commelina,commelina nigritana,commelina nigritana var. nigritana,8,8,2001,220
kuchar 22304,pavetta,pavetta schumanniana,pavetta schumanniana f. hoffm. ex k. schum.,31,7,1999,212
kayombo 3345,gardenia,gardenia volkensii,gardenia volkensii k. schum.,23,7,2000,205
kuchar 24939,vangueria,vangueria madagascariensis,vangueria madagascariensis j.f. gmel.,3,11,2001,307
kuchar 22653,schrebera,schrebera trichoclada,schrebera trichoclada welw.,17,12,1999,351
bingham 8675,julbernardia,julbernardia globiflora,julbernardia globiflora (benth.) troupin,23,11,1992,328
harder 3097,undesignated,,poaceae barnhart,13,5,1994,133
de nevers 3199,ruellia,ruellia prostrata,ruellia prostrata poir.,3,4,1984,94
nkhoma 88,cryptosepalum,cryptosepalum exfoliatum,cryptosepalum exfoliatum subsp. exfoliatum,1,12,1993,335
nkhoma 262,crotalaria,crotalaria lachnophora,crotalaria lachnophora hochst. ex a. rich.,24,5,1994,144
gereau 4809,protea,,protea rupestris r.e. fr.,20,6,1992,172
mboya 378,loudetia,loudetia simplexs,loudetia simplex (nees) c.e. hubb.,20,6,2001,171
gereau 3827,ziziphus,ziziphus spina-christi,ziziphus mill.,3,2,1991,34
kuchar 22311,markhamia,markhamia obtusifolia,markhamia obtusifolia (baker) sprague,31,7,1999,212
nkhoma 153,vitex,vitex agnus-castus,vitex l.,9,5,1994,129
kuchar 22263,zanthoxylum,zanthoxylum trijugum,zanthoxylum trijugum (dunkley) p.g. waterman,25,7,1999,206
kuchar 22622,aneilema,aneilema johnstonii,aneilema johnstonii k. schum.,17,12,1999,351
nkhoma 72,aspidotis,aspidotis schimperi,cheilanthes schimperi kunze,1,12,1993,335
kuchar 22900,aspilia,aspilia pluriseta,aspilia pluriseta schweinf.,29,1,2000,29
kayombo 3364,undesignated,,combretaceae r. br.,26,7,2000,208
kuchar 22262,grewia,,grewia l.,25,7,1999,206
harder 2140,viridivia,viridivia suberosa,viridivia suberosa hemsl. & verdc.,25,11,1993,329
"pócs, t; pócs, s; isango, ja 99/ 32 /k",hyophila,hyophila involuta,hyophila involuta (hook.) a.jaeger,14,5,1999,134
kuchar 23024,albizia,,albizia amara subsp. sericocephala (benth.) brenan,21,2,2000,52
harder 3994,aeschynomene,aeschynomene trigonocarpa,aeschynomene trigonocarpa taub. ex baker f.,9,3,1997,68
kuchar 24660,kotschya,kotschya capitulifera,kotschya capitulifera var. capitulifera,2,6,2001,153
kuchar 24339,chamaecrista,chamaecrista gracilior,chamaecrista gracilior (ghesq.) lock,7,4,2001,97
harder 1226,gnidia,gnidia kraussiana,gnidia kraussiana meisn.,24,10,1992,298
mkeya 1116,commiphora,commiphora mossambicensis,commiphora mossambicensis (oliv.) engl.,5,12,1998,339
1225,chlorophytum,chlorophytum blepharophyllum,chlorophytum blepharophyllum schweinf. ex baker,24,10,1992,298
mwangoka 4236,ochna,ochna jabotapita,ochna l.,23,8,2005,235
harder 3140,phyllocosmus,phyllocosmus lemaireanus,ochthocosmus lemaireanus de wild. & t. durand,16,5,1994,136
kuchar 24490,ipomoea,ipomoea pileata,ipomoea pileata roxb.,29,4,2001,119
kuchar 24769,cadaba,cadaba farinosa,cadaba farinosa subsp. adenotricha (gilg & gilg-ben.) r.a. graham,2,9,2001,245
nkhoma 93,maprounea,maprounea africana,maprounea africana müll. arg.,1,12,1993,335
mkeya 1114,chlorophytum,chlorophytum fischeri,chlorophytum fischeri (baker) baker,5,12,1998,339
harder 3175,viscum,viscum shirense,viscum shirense sprague,17,5,1994,137
zimba 1083,thesium,thesium fastigiatum,thesium fastigiatum a.w. hill,8,3,1997,67
kuchar 22440,rhoicissus,rhoicissus tridentata,rhoicissus tridentata (l. f.) wild & r.b. drumm.,5,9,1999,248
de nevers 3191,ipomoea,ipomoea lapathifolia,ipomoea lapathifolia hallier f.,3,4,1984,94
de nevers 3185,orthosiphon,orthosiphon rubicundus,orthosiphon rubicundus (d. don) benth.,3,4,1984,94
mollel 774,tephrosia,tephrosia argyrotricha,tephrosia argyrotricha harms,22,12,2001,356
2316,perotis,,perotis leptopus,,,,
luwiika 33,undesignated,,opiliaceae valeton,13,2,1995,44
kuchar 24061,spermacoce,spermacoce subvulgata,spermacoce subvulgata (k. schum.) j.g. garcía,8,8,2001,220
nkhoma 254,chironia,,chironia laxiflora baker,24,5,1994,144
kuchar 22276,catunaregam,catunaregam spinosa,catunaregam spinosa subsp. taylorii (s. moore) verdc.,25,7,1999,206
kuchar 23749,loudetia,loudetia flavida,loudetia flavida (stapf) c.e. hubb.,7,5,2000,128
harder 3987,commelina,commelina aspera,commelina aspera benth.,9,3,1997,68
kuchar 23655,cyanotis,,cyanotis d. don,30,4,2000,121
gereau 3895,cyperus,cyperus mollipes,cyperus mollipes (c.b. clarke) k. schum.,6,2,1991,37
kuchar 24650,digitaria,digitaria longiflora,digitaria longiflora (retz.) pers.,2,6,2001,153
kuchar 22723,eragrostis,eragrostis,eragrostis wolf,22,1,2000,22
harder 1291,aristolochia,aristolochia hockii,aristolochia hockii de wild.,28,10,1992,302
gereau 5170,dietes,dietes iridioides,dietes iridioides subsp. iridioides,23,11,1992,328
lovett 1219,tridactyle,tridactyle tridentata,tridactyle tridentata (harv.) schltr.,28,12,1986,362
kuchar 22947,chlorophytum,chlorophytum puberulum,chlorophytum floribundum baker,30,1,2000,30
schmidt 2500,vernonia,,vernonia purpurea sch. bip. ex walp.,11,3,1997,70
