gbif:canonicalName,dwc:genus,species,dwc:specificEpithet,Day,Month,Year,Day of the year
vernonia scandens,vernonia,vernonia scandens dc.,scandens,,,,
vernonia scandens,vernonia,vernonia scandens dc.,scandens,,,,
vesicularia,vesicularia,vesicularia kurzii (sande lac.) broth.,kurzii,15,10,1998,288
vesicularia,vesicularia,vesicularia kurzii (sande lac.) broth.,kurzii,15,10,1998,288
viburnum colebrookeanum,viburnum,viburnum colebrookeanum wall.,colebrookeanum,,,,
viburnum foetidum rectangulatum,viburnum,viburnum premnaceum wall.,foetidum,,,,
viburnum foetidum rectangulatum,viburnum,viburnum premnaceum wall.,foetidum,,,,
vicia,vicia,vicia sativa l.,sativa,8,3,1979,
vicia,vicia,vicia sativa l.,sativa,,,,67
vigna adenantha,vigna,"vigna adenantha (g.mey.) maréchal, mascherpa & stainier",adenantha,7,2,1809,
vigna adenantha,vigna,"vigna adenantha (g.mey.) maréchal, mascherpa & stainier",adenantha,,,,38
villebrunea rufescens,oreocnide,oreocnide rubescens (blume) miq.,rufescens,8,6,2000,160
vincetoxicum corymbosum,vincetoxicum,cynanchum corymbosum wight,corymbosum,,,,
vincetoxicum wallichii,vincetoxicum,cynanchum wallichii wight,wallichii,,,,
viola arcuata,viola,viola arcuata blume,arcuata,,,,
viola arcuata arcuata,viola,viola distans wall.,arcuata,,,,
viola arcuata arcuata,viola,viola distans wall.,arcuata,,,,
viscum articulatum,viscum,viscum elongatum wall.,articulatum,,,,
viscum monoicum,viscum,viscum monoicum,monoicum,31,8,1871,
viscum monoicum,viscum,viscum monoicum dc. ex roxb.,monoicum,,,,243
vitex,vitex,vitex  l.,,13,6,1979,228
vitex,vitex,vitex trifolia,trifolia,25,7,1992,129
vitex,vitex,vitex trifolia,trifolia,15,8,1992,164
vitex,vitex,vitex  l.,,9,5,1994,130
vitex,vitex,vitex  l.,,10,5,1994,137
vitex,vitex,vitex trifolia l.,trifolia,17,5,1999,207
vitex canescens,vitex,vitex canescens kurz,canescens,,,,
vitex glabrata,vitex,vitex glabrata,glabrata,5,5,1876,221
vitex glabrata,vitex,vitex glabrata r.br.,glabrata,9,8,1886,126
vitex leucoxylon,vitex,vitex leucoxylon f. saligna (roxb.) moldenke,leucoxylon,,,,
vitex negundo,vitex,vitex negundo l.,negundo,10,5,1997,130
vitex peduncularis,vitex,vitex peduncularis,peduncularis,30,8,1968,199
vitex peduncularis,vitex,vitex peduncularis,peduncularis,17,7,1992,
vitex peduncularis,vitex,vitex peduncularis wall.,peduncularis,14,4,1994,
vitex peduncularis,vitex,vitex alata roxb.,peduncularis,,,,104
vitex peduncularis,vitex,vitex peduncularis wall.,peduncularis,,,,243
vitex peduncularis,vitex,vitex peduncularis,peduncularis,,,,
vitex pinnata,vitex,vitex pinnata,pinnata,30,8,1968,219
vitex pinnata,vitex,vitex pinnata,pinnata,17,7,1992,228
vitex pinnata,vitex,vitex pinnata,pinnata,6,8,1992,243
vitex pinnata,vitex,vitex pinnata,pinnata,15,8,1992,
vitex pinnata,vitex,vitex pubescens vahl,pinnata,,,,199
vitex pinnata,vitex,vitex pinnata,pinnata,,,,
vitis,vitis,vitis pedata,pedata,2,5,1989,229
vitis,vitis,vitis pedata,pedata,16,8,1992,
vitis,vitis,vitis heyneana roem. & schult.,,,,,
vitis,vitis,vitis heyneana roem. & schult.,,,,,122
vitis,vitis,vitis heyneana roem. & schult.,,,,,
vitis,vitis,vitis pedata (lam.) wall. ex wight,,,,,
vitis,vitis,vitis heyneana roem. & schult.,,,,,
vitis aquosa,vitis,vitis aquosa wall.,aquosa,,,,
vitis flexuosa,vitis,vitis flexuosa thunb. var. parvifolia (roxb.) gagnep.,flexuosa,26,4,1882,117
vitis flexuosa,vitis,vitis flexuosa thunb. var. parvifolia (roxb.) gagnep.,flexuosa,27,4,1882,116
vitis flexuosa,vitis,vitis flexuosa thunb.,flexuosa,,,,
vitis heterophylla,vitis,vitis elongata roxb.,heterophylla,,,,
vitis heyneana,vitis,vitis lanata roxb.,heyneana,,,,
volkameria inermis,volkameria,volkameria inermis l.,inermis,1,6,2000,153
wahlenbergia marginata,wahlenbergia,wahlenbergia marginata,marginata,26,2,1945,57
wahlenbergia marginata,wahlenbergia,wahlenbergia marginata (thunb.) a.dc.,marginata,,,,
wahlenbergia marginata,wahlenbergia,wahlenbergia marginata (thunb.) a.dc.,marginata,,,,
wahlenbergia marginata,wahlenbergia,wahlenbergia marginata (thunb.) a.dc.,marginata,,,,
walsura,walsura,walsura,,27,5,1999,147
walsura robusta,walsura,walsura robusta,robusta,30,8,1968,
walsura robusta,walsura,walsura robusta,robusta,7,8,1886,219
walsura robusta,walsura,walsura robusta,robusta,,,,243
walsura robusta,walsura,walsura robusta roxb.,robusta,,,,
walsura tubulata,walsura,walsura tubulata hiern,tubulata,,,,
wendlandia amocana,wendlandia,wendlandia amocana cowan,amocana,27,3,1966,86
wendlandia budleioides,wendlandia,wendlandia grandis (hook.f.) cowan,budleioides,3,2,1979,34
wendlandia paniculata,wendlandia,wendlandia paniculata (roxb.) dc.,paniculata,,,,
wendlandia tinctoria,wendlandia,wendlandia tinctoria (roxb.) dc.,tinctoria,4,4,1997,
wendlandia tinctoria,wendlandia,wendlandia tinctoria (roxb.) dc. var. grandis hook.f.,tinctoria,,,,94
wendlandia tinctoria,wendlandia,wendlandia tinctoria (roxb.) dc.,tinctoria,,,,
wendlandia wallichii,wendlandia,wendlandia wallichii wight & arn.,wallichii,,,,
willughbeia edulis,willughbeia,willughbeia edulis roxb.,edulis,23,4,1994,
willughbeia edulis,willughbeia,willughbeia edulis roxb.,edulis,18,5,1999,138
willughbeia edulis,willughbeia,willughbeia edulis roxb.,edulis,,,,113
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,16,6,1908,
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,16,6,1908,
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,12,11,1910,
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,12,11,1910,168
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,22,12,1910,
wilsoniella decipiens,wilsoniella,wilsoniella decipiens var. acutifolia (dixon) wijk & margad.,decipiens,8,5,1917,168
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,9,5,1917,222
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,9,5,1917,222
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,8,10,1954,201
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,20,7,1964,161
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,19,7,1966,222
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,20,7,1966,111
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,20,7,1966,161
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,25,7,1966,
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,20,4,1968,187
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,10,8,1968,247
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,14,2,1981,223
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,10,6,1982,128
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,10,6,1982,206
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,6,7,1982,281
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,3,9,1988,304
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,30,10,2008,200
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston,decipiens,10,8,1895,316
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,9,8,1896,
wilsoniella decipiens,wilsoniella,wilsoniella decipiens var. acutifolia (dixon) wijk & margad.,decipiens,10,8,1898,129
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,,,,129
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,,,,45
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,,,,316
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,,,,
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,,,,201
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,,,,202
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,,,,
wilsoniella decipiens,wilsoniella,wilsoniella decipiens (mitt.) alston in dixon,decipiens,,,,356
woodfordia fruticosa,woodfordia,woodfordia fruticosa (l.) kurz,fruticosa,12,4,1994,71
woodfordia fruticosa,woodfordia,woodfordia fruticosa (l.) kurz,fruticosa,12,3,1999,102
wrightia arborea,wrightia,wrightia tomentosa,arborea,17,7,1992,199
wrightia coccinea,wrightia,wrightia coccinea (roxb.) sims,coccinea,7,5,1997,127
wrightia coccinea,wrightia,wrightia coccinea,coccinea,7,5,1997,127
xanthium,xanthium,xanthium indicum j.koenig ex roxb.,indicum,15,4,1994,105
xanthophyllum,xanthophyllum,xanthophyllum,,26,4,1997,116
xanthophyllum flavescens,xanthophyllum,xanthophyllum flavescens,flavescens,7,8,1886,219
xanthophyllum flavescens,xanthophyllum,xanthophyllum flavescens,flavescens,7,8,1887,
xanthophyllum flavescens,xanthophyllum,xanthophyllum flavescens roxb.,flavescens,,,,219
xanthophyllum flavescens,xanthophyllum,xanthophyllum flavescens roxb.,flavescens,,,,
xanthophyllum flavescens,xanthophyllum,xanthophyllum flavescens roxb.,flavescens,,,,
xanthophyllum virens,xanthophyllum,xanthophyllum virens roxb.,virens,29,4,1977,119
xerospermum noronhianum,xerospermum,xerospermum noronhianum (blume) blume,noronhianum,3,6,1999,
xerospermum noronhianum,xerospermum,xerospermum noronhianum (blume) blume,noronhianum,,,,154
xylocarpus granatum,xylocarpus,xylocarpus granatum k.d.koenig,granatum,9,8,1894,221
xyris indica,xyris,xyris indica,indica,22,11,1944,
xyris indica,xyris,xyris robusta,indica,,,,
xyris indica,xyris,xyris robusta mart.,indica,,,,327
xyris pauciflora,xyris,xyris pauciflora willd.,pauciflora,,,,
xyris pauciflora,xyris,xyris pauciflora,pauciflora,,,,
xyris wallichii,xyris,xyris wallichii,wallichii,10,8,1821,
xyris wallichii,xyris,xyris wallichii kunth,wallichii,,,,222
xyris wallichii,xyris,xyris wallichii kunth,wallichii,,,,
zanthoxylum nitidum,zanthoxylum,zanthoxylum hamiltonianum wall.,nitidum,,,,
zanthoxylum rhetsa,zanthoxylum,zanthoxylum budrunga,rhetsa,8,1,1945,8
zanthoxylum rhetsa,zanthoxylum,zanthoxylum budrunga,rhetsa,30,8,1968,
zanthoxylum rhetsa,zanthoxylum,zanthoxylum rhetsa (roxb.) dc.,rhetsa,12,6,1999,163
zanthoxylum rhetsa,zanthoxylum,zanthoxylum budrunga,rhetsa,,,,
zanthoxylum rhetsa,zanthoxylum,fagara budrunga roxb.,rhetsa,,,,243
zeuxine longilabris,zeuxine,zeuxine longilabris,longilabris,8,8,1945,60
zeuxine longilabris,zeuxine,zeuxine longilabris benth.,longilabris,29,2,1872,60
zeuxine longilabris,zeuxine,zeuxine longilabris benth.,longilabris,29,2,1872,220
zeuxine nervosa,zeuxine,zeuxine nervosa (wall. ex lindl.) trimen,nervosa,20,3,1868,65
zeuxine nervosa,zeuxine,zeuxine nervosa (wall. ex lindl.) trimen,nervosa,6,3,1873,80
zeuxine nervosa,zeuxine,zeuxine nervosa (wallich ex lindley) trimen,nervosa,,,,
zeuxine strateumatica,zeuxine,zeuxine strateumatica (l.) schltr.,strateumatica,,,,
zeuxine strateumatica,zeuxine,zeuxine strateumatica (l.) schltr.,strateumatica,,,,
zeylanidium lichenoides,zeylanidium,zeylanidium lichenoides engl.,lichenoides,,,,
zeylanidium lichenoides,zeylanidium,zeylanidium lichenoides engl.,lichenoides,,,,
zingiber,zingiber,zingiber,,1,11,1978,305
zingiber integrilabrum,zingiber,zingiber sp.,integrilabrum,1,4,1997,91
zingiber integrilabrum,zingiber,zingiber sp.,integrilabrum,2,4,1997,92
ziziphus glabrata,ziziphus,ziziphus trinervia roxb.,glabrata,,,,
ziziphus jujuba,ziziphus,ziziphus jujuba lam.,jujuba,,,,
ziziphus lotus,ziziphus,ziziphus jujuba mill.,lotus,1,10,1887,274
ziziphus lotus,ziziphus,ziziphus jujuba mill.,lotus,,,,
ziziphus mauritiana,ziziphus,ziziphus mauritiana,mauritiana,,,,
ziziphus mauritiana,ziziphus,ziziphus mauritiana p.willemet,mauritiana,,,,
ziziphus mauritiana,ziziphus,ziziphus mauritiana lam.,mauritiana,,,,
ziziphus mauritiana,ziziphus,ziziphus mauritiana lam.,mauritiana,,,,
ziziphus oenopolia,ziziphus,ziziphus oenopolia,oenopolia,30,12,1944,36
ziziphus oenopolia,ziziphus,ziziphus oenopolia,oenopolia,18,7,1992,258
ziziphus oenopolia,ziziphus,ziziphus oenoplia (l.) mill.,oenopolia,15,9,1871,200
ziziphus oenopolia,ziziphus,ziziphus oenoplia (l.) mill.,oenopolia,5,2,1873,
ziziphus oenopolia,ziziphus,ziziphus oenoplia (l.) mill.,oenopolia,,,,
ziziphus oenopolia,ziziphus,ziziphus oenoplia (l.) mill.,oenopolia,,,,365
ziziphus rugosa,ziziphus,ziziphus rugosa,rugosa,2,2,1989,199
ziziphus rugosa,ziziphus,ziziphus rugosa,rugosa,17,7,1992,33
ziziphus rugosa,ziziphus,ziziphus rugosa lam.,rugosa,2,4,1997,220
ziziphus rugosa,ziziphus,ziziphus rugosa,rugosa,8,8,1886,92
ziziphus rugosa,ziziphus,ziziphus rugosa lam.,rugosa,,,,
,ardisia,ardisia humilis,humilis,10,1,1927,
,acmella,acmella sp.,sp.,19,8,1932,78
,melanthera,melanthera biflora,biflora,24,7,1943,15
,steudnera,steudnera virosa,virosa,29,8,1943,91
,dillenia,dillenia indica,indica,31,8,1943,33
,centella,centella asiatica,asiatica,4,10,1943,327
,nesaea,nesaea brevipes,brevipes,20,10,1943,
,uraria,uraria crinita,crinita,21,10,1943,221
,uraria,uraria rufescens,rufescens,28,10,1943,221
,polygonum,polygonum barbatum var. barbatum,barbatum,28,10,1943,221
,microsorum,microsorum punctatum,punctatum,23,4,1944,220
,microsorum,microsorum punctatum,punctatum,31,5,1944,213
,microsorum,microsorum punctatum,punctatum,10,7,1944,228
,pteris,pteris vittata,vittata,14,7,1944,222
,bauhinia,bauhinia acuminata,acuminata,20,8,1944,113
,albizia,albizia procera,procera,5,9,1944,
,adenostemma,adenostemma lavenia var. lavenia,lavenia,22,11,1944,15
,senna,senna alata,alata,26,11,1944,194
,acmella,acmella sp.,sp.,26,11,1944,199
,salacia,salacia chinensis,chinensis,4,12,1944,200
,maesa,maesa indica,indica,8,12,1944,192
,citrus,citrus maxima,maxima,16,12,1944,221
,blumea,blumea lacera,lacera,24,12,1944,199
,albizia,albizia procera,procera,5,1,1945,221
,eugenia,eugenia claviflora,claviflora,8,1,1945,199
,embelia,embelia nutans,nutans,15,1,1945,228
,maesa,maesa indica,indica,15,1,1945,229
,maesa,maesa indica,indica,22,2,1945,219
,gynura,gynura nepalensis,nepalensis,14,3,1945,49
